id,text,Anger,Fear,Joy,Sadness,Surprise,text_length,word_count,processed_text
eng_train_track_a_00778,"Nothing in his bed, not on his pillow, not on the bed, not on any doorhandles...nothing.",0,1,0,1,1,88,16,nothing in his bed not on his pillow not on the bed not on any doorhandlesnothing
eng_train_track_a_00779,"I told them I felt a bit sick so they hurriedly put a sickbowl on my chest, then 10 seconds later I spewed up but a lot of it when all down my new white tshirt.",0,1,0,1,1,160,36,i told them i felt a bit sick so they hurriedly put a sickbowl on my chest then  seconds later i spewed up but a lot of it when all down my new white tshirt
eng_train_track_a_00780,I drew my robes around me tightly as my legs kept walking to no particular destination.,0,1,0,1,0,87,16,i drew my robes around me tightly as my legs kept walking to no particular destination
eng_train_track_a_00781,"Several hours of that was enough to put me flat on my back, so I took a nice long nap, then just rested for the remainder of the day.",0,1,0,0,0,133,29,several hours of that was enough to put me flat on my back so i took a nice long nap then just rested for the remainder of the day
eng_train_track_a_00782,"My throat felt like I was choking down hot, spiked coals.",0,1,0,1,0,57,11,my throat felt like i was choking down hot spiked coals
eng_train_track_a_00783,Im wasting my time doing nothing with my sister's E5700 hanging on my neck.,0,1,0,0,0,75,14,im wasting my time doing nothing with my sisters e hanging on my neck
eng_train_track_a_00784,"2 minutes later, I hear sobbing coming from the toilet.",0,1,0,1,0,55,10,minutes later i hear sobbing coming from the toilet
eng_train_track_a_00785,Nevertheless I pulled my hand away.,0,1,0,0,0,35,6,nevertheless i pulled my hand away
eng_train_track_a_00786,"All the while, my foot throbbing.",0,1,0,0,0,33,6,all the while my foot throbbing
eng_train_track_a_00787,It never came up.,0,0,0,0,1,17,4,it never came up
eng_train_track_a_00788,"Fortunately the kindly ajeoshis and ajummas that I rented the scooter from helped me get on a bus to the other ferry, but not before pulling me up a seat to thier table and shoving succulant watermelon in my face.",0,0,1,0,1,213,40,fortunately the kindly ajeoshis and ajummas that i rented the scooter from helped me get on a bus to the other ferry but not before pulling me up a seat to thier table and shoving succulant watermelon in my face
eng_train_track_a_00789,It was a mess.,1,1,0,1,0,14,4,it was a mess
eng_train_track_a_00790,I was incredibly nervous; I had butterflies in my stomach and my legs felt weak.,0,1,0,0,0,80,15,i was incredibly nervous i had butterflies in my stomach and my legs felt weak
eng_train_track_a_00791,"The feeling in my stomach, I can not bear.",0,1,0,1,0,42,9,the feeling in my stomach i can not bear
eng_train_track_a_00792,my face was gaunt and thin and my eyes sunked in to my head.,0,1,0,1,0,60,14,my face was gaunt and thin and my eyes sunked in to my head
eng_train_track_a_00793,His last days were spent in a cone.,0,0,0,1,0,35,8,his last days were spent in a cone
eng_train_track_a_00794,My mother gets bothered just telling the story.,0,0,0,1,0,47,8,my mother gets bothered just telling the story
eng_train_track_a_00795,"I'm frozen for a few moments, Tears welling to my eyes as I try to squash the emotions.",0,1,0,1,0,87,18,im frozen for a few moments tears welling to my eyes as i try to squash the emotions
eng_train_track_a_00796,"I'm still sick, my nose is sore from blowing it all day, and it's wicked hot in the apartment.",0,1,0,1,0,94,19,im still sick my nose is sore from blowing it all day and its wicked hot in the apartment
eng_train_track_a_00797,"Every single time I found a girl that I was interested in, they always ended up finding some creative way to break my heart.",1,0,0,1,0,124,24,every single time i found a girl that i was interested in they always ended up finding some creative way to break my heart
eng_train_track_a_00798,"We didn't know what to do: the harder we pulled, the harder the trap stuck to my fingers.",0,1,0,0,0,89,18,we didnt know what to do the harder we pulled the harder the trap stuck to my fingers
eng_train_track_a_00799,"So when the laughing fit stopped, back to my seat I went with a big ole smile across my face.",0,0,1,0,0,93,20,so when the laughing fit stopped back to my seat i went with a big ole smile across my face
eng_train_track_a_00800,I had to be flown to the hospital.,0,1,0,1,1,34,8,i had to be flown to the hospital
eng_train_track_a_00801,") This event happened after the war, but before the wall went up.",0,0,0,0,1,65,13,this event happened after the war but before the wall went up
eng_train_track_a_00802,It used its claws to tear my living room couch to shreds.,1,1,0,1,1,57,12,it used its claws to tear my living room couch to shreds
eng_train_track_a_00803,I could not believe how fast it went considering I had to stay on my back the whole labor.,0,1,0,0,1,90,19,i could not believe how fast it went considering i had to stay on my back the whole labor
eng_train_track_a_00804,JJ had gotten drunk and taken the car.,1,1,0,0,1,38,8,jj had gotten drunk and taken the car
eng_train_track_a_00805,"That was a 16 hour day, 19 for most people, except I pulled a muscle in my back and couldn't move without being in excruciating pain.",0,1,0,1,0,133,26,that was a  hour day  for most people except i pulled a muscle in my back and couldnt move without being in excruciating pain
eng_train_track_a_00806,I wan na get my hands on that series.I took a nap at the booth cuz there wasn't anything else to do.,0,0,1,0,0,100,22,i wan na get my hands on that seriesi took a nap at the booth cuz there wasnt anything else to do
eng_train_track_a_00807,"After i wash my face and brush my teeth, i go out from the kitchen and found that, someone sleep on my place, using my blanket and also pillow.",0,1,0,0,1,143,29,after i wash my face and brush my teeth i go out from the kitchen and found that someone sleep on my place using my blanket and also pillow
eng_train_track_a_00808,ugh so today i found out that some people have been talking shit abou tme behind my back.,1,1,0,1,1,89,18,ugh so today i found out that some people have been talking shit abou tme behind my back
eng_train_track_a_00809,Who was perfectly fine.,0,0,0,0,0,23,4,who was perfectly fine
eng_train_track_a_00810,It was hairless and covered in gray skin.,0,1,0,0,1,41,8,it was hairless and covered in gray skin
eng_train_track_a_00811,Thoughts of the movie Phantasm were swirling through my head.,0,1,0,0,0,61,10,thoughts of the movie phantasm were swirling through my head
eng_train_track_a_00812,He txt'd me last week to ask about my knee out of nowhere-wtf.,1,0,0,0,1,62,13,he txtd me last week to ask about my knee out of nowherewtf
eng_train_track_a_00813,"Horrible nightmares that seem real, because you recognize your surroundings as your bedroom, but they're still just nightmares.",0,1,0,1,1,127,18,horrible nightmares that seem real because you recognize your surroundings as your bedroom but theyre still just nightmares
eng_train_track_a_00814,"When I was 10, we had to paint birds for art, I was pretty good at art but a girl copied my exact one, even though we had to do different ones and I was not pleased.",1,0,0,0,1,165,37,when i was  we had to paint birds for art i was pretty good at art but a girl copied my exact one even though we had to do different ones and i was not pleased
eng_train_track_a_00815,"Shitty situation, dont protect yourself with guns unless shots have already been fired.",1,1,0,0,0,87,13,shitty situation dont protect yourself with guns unless shots have already been fired
eng_train_track_a_00816,We went to bed.,0,0,0,0,0,15,4,we went to bed
eng_train_track_a_00817,We grew pretty close.,0,0,1,0,0,21,4,we grew pretty close
eng_train_track_a_00818,She left the room and went downstairs.,0,0,0,0,0,38,7,she left the room and went downstairs
eng_train_track_a_00819,My arms and legs saw sun for the first time in a long time.,0,0,1,0,0,59,14,my arms and legs saw sun for the first time in a long time
eng_train_track_a_00820,"I even tried to sleep sitting up for a bit, that ended when I nearly gave myself whiplash when my head dropped.",0,1,0,0,0,111,22,i even tried to sleep sitting up for a bit that ended when i nearly gave myself whiplash when my head dropped
eng_train_track_a_00821,I was at a large rock festival.,0,0,1,0,0,31,7,i was at a large rock festival
eng_train_track_a_00822,My grandfather was a keen hunter.,0,0,0,0,0,33,6,my grandfather was a keen hunter
eng_train_track_a_00823,For a few months i have always been thinking about getting my tongue pierced.,0,1,1,0,0,77,14,for a few months i have always been thinking about getting my tongue pierced
eng_train_track_a_00824,"Prior to, we got some humongous popsicles which turned my tongue an amazing shade of blue, and we visited the children's A&S display.",0,0,1,0,0,133,23,prior to we got some humongous popsicles which turned my tongue an amazing shade of blue and we visited the childrens as display
eng_train_track_a_00825,"in the back of my head, i was like great.",0,0,0,0,0,41,10,in the back of my head i was like great
eng_train_track_a_00826,"He went and cried, literally cried, to the guidance counselor.",0,0,0,1,1,62,10,he went and cried literally cried to the guidance counselor
eng_train_track_a_00827,A song started to loop inside my head.,0,1,1,0,0,38,8,a song started to loop inside my head
eng_train_track_a_00828,"I smashed my face with the box I was carrying, busted my lip and got blood all over my face, broke my glasses ( again! )",1,1,0,1,1,120,26,i smashed my face with the box i was carrying busted my lip and got blood all over my face broke my glasses  again
eng_train_track_a_00829,My friends and I were at the beach a few weeks ago.,0,0,1,0,0,51,12,my friends and i were at the beach a few weeks ago
eng_train_track_a_00830,"Everything, and I mean everything, matched up.",0,0,1,0,0,46,7,everything and i mean everything matched up
eng_train_track_a_00831,This was the worse night of my life.,0,1,0,1,0,36,8,this was the worse night of my life
eng_train_track_a_00832,I saw peppermint patties.,0,0,1,0,1,25,4,i saw peppermint patties
eng_train_track_a_00833,My radio was turned on very loud and I used rock music to keep my eyes open.,0,1,1,0,0,76,17,my radio was turned on very loud and i used rock music to keep my eyes open
eng_train_track_a_00834,Decide to be roommates.,0,0,1,0,0,23,4,decide to be roommates
eng_train_track_a_00835,My throat was covered by something and I didn't know what was going on.,0,1,0,0,1,71,14,my throat was covered by something and i didnt know what was going on
eng_train_track_a_00836,"I met my best female friend on omegle, she lives 3000 miles away from me and we have never met.",0,1,1,0,1,95,20,i met my best female friend on omegle she lives  miles away from me and we have never met
eng_train_track_a_00837,"I leaned my ear close and it stopped, but only for a few seconds... under the sink?",0,1,0,0,0,83,17,i leaned my ear close and it stopped but only for a few seconds under the sink
eng_train_track_a_00838,wah my face all cringed up.,0,0,0,1,0,27,6,wah my face all cringed up
eng_train_track_a_00839,"Warm, salty tears slowly rolled down my face and made my goggles wet.",0,0,0,1,0,69,13,warm salty tears slowly rolled down my face and made my goggles wet
eng_train_track_a_00840,Nothing but fine grey and tan sand as far as my eyes could see.,0,0,0,1,0,63,14,nothing but fine grey and tan sand as far as my eyes could see
eng_train_track_a_00841,He was shaking the bed.,0,1,0,0,0,23,5,he was shaking the bed
eng_train_track_a_00842,"I looked down at my feet, and saw that the waves had kicked up some of her trash.",0,0,0,0,0,81,18,i looked down at my feet and saw that the waves had kicked up some of her trash
eng_train_track_a_00843,Well I have the bright idea that I need to stop being like this and I end up alone on the elevator with this girl.,0,1,1,1,1,114,25,well i have the bright idea that i need to stop being like this and i end up alone on the elevator with this girl
eng_train_track_a_00844,& # x 26; nbsp; I folded my arms on the table and rested my head on my hands-but in a few moments there was a lot of tension in my jaw from this positon.,0,1,0,0,0,153,35,x  nbsp i folded my arms on the table and rested my head on my handsbut in a few moments there was a lot of tension in my jaw from this positon
eng_train_track_a_00845,Scared the hell outta me.,0,1,0,0,1,25,5,scared the hell outta me
eng_train_track_a_00846,I guess i pointed to Jenny without hesitation.,0,0,0,0,0,46,8,i guess i pointed to jenny without hesitation
eng_train_track_a_00847,Pain-I have injured my knee somehow.,0,1,0,1,0,36,6,paini have injured my knee somehow
eng_train_track_a_00848,"To be frank, lens and makeup really succeeded at enlarging my eyes in spite of the grotesque focus of my vision.",0,0,1,0,1,112,21,to be frank lens and makeup really succeeded at enlarging my eyes in spite of the grotesque focus of my vision
eng_train_track_a_00849,He ran outside with it to find this man at the bottom of our driveway.,0,1,0,0,1,70,15,he ran outside with it to find this man at the bottom of our driveway
eng_train_track_a_00850,"I'm tired of fighting against you Life, I'm tired of getting up and going into work day after day even when I'm sick to my stomach and my head's throbbing.",1,1,0,1,0,155,30,im tired of fighting against you life im tired of getting up and going into work day after day even when im sick to my stomach and my heads throbbing
eng_train_track_a_00851,"It will not be my dream job, but it will be okay.",0,0,1,1,0,49,12,it will not be my dream job but it will be okay
eng_train_track_a_00852,"I was okay, though it was hot when it landed at on my arm.",0,0,0,0,0,58,14,i was okay though it was hot when it landed at on my arm
eng_train_track_a_00853,I always like to head out into the boonies after I have been away for a long time... to get my head straight.,0,0,1,0,0,109,23,i always like to head out into the boonies after i have been away for a long time to get my head straight
eng_train_track_a_00854,"I went up on stage and sang my heart out, and afterwards signed up to sing another song with Becca ( alas we ran out of time ), and though I don't know any dance moves, I got a bit of a rythm, so it was all good!",0,0,1,0,0,212,48,i went up on stage and sang my heart out and afterwards signed up to sing another song with becca  alas we ran out of time  and though i dont know any dance moves i got a bit of a rythm so it was all good
eng_train_track_a_00855,"Laughing about it, we went back up the beach to go home, when we heard a huge bang and saw a bright white flash up by where the houses were.",0,1,1,0,1,140,30,laughing about it we went back up the beach to go home when we heard a huge bang and saw a bright white flash up by where the houses were
eng_train_track_a_00856,"And here in Edinburgh, through this journey of mine, it has been right at my side, in my hand.",0,0,1,0,0,94,19,and here in edinburgh through this journey of mine it has been right at my side in my hand
eng_train_track_a_00857,"I'm sitting up and not going anywhere, basically half-way through the tube.",0,1,0,0,0,75,12,im sitting up and not going anywhere basically halfway through the tube
eng_train_track_a_00858,"We all refer to it as the witch scream, and to this day I have no idea what made it.",0,1,0,0,1,84,20,we all refer to it as the witch scream and to this day i have no idea what made it
eng_train_track_a_00859,I got there about 7:00 a.m. and started losing up my legs and doing some yoga.,0,0,1,0,0,78,16,i got there about  am and started losing up my legs and doing some yoga
eng_train_track_a_00860,She shows up drunk.,1,1,0,1,1,19,4,she shows up drunk
eng_train_track_a_00861,"My eyes followed, noting that there was just the two of us.",0,0,0,0,0,59,12,my eyes followed noting that there was just the two of us
eng_train_track_a_00862,It was the first blog of many that I wrote about having cancer on my nose.,0,1,0,1,0,74,16,it was the first blog of many that i wrote about having cancer on my nose
eng_train_track_a_00863,"I swing my foot back, then proceed to apply a good, strong kick to the underside of the table.",1,0,0,0,0,94,19,i swing my foot back then proceed to apply a good strong kick to the underside of the table
eng_train_track_a_00864,( you know who you ladies are ) Tracy brought out the very first picture of an Angel and it brought tears to my eyes.,0,0,0,1,0,117,25,you know who you ladies are  tracy brought out the very first picture of an angel and it brought tears to my eyes
eng_train_track_a_00865,I had a really nice boss and a kush part-time accounting job during college.,0,0,1,0,0,76,14,i had a really nice boss and a kush parttime accounting job during college
eng_train_track_a_00866,my leg is painful...... this time i got bought a lot of new cloths... my bro also... shoe is like normal one.,0,1,0,1,0,109,22,my leg is painful this time i got bought a lot of new cloths my bro also shoe is like normal one
eng_train_track_a_00867,Posted by Melissa at 10:29 AM Atrial Fibrillation Revisit At the end of lunch on Tuesday I felt my heart start racing.,0,1,0,0,0,118,22,posted by melissa at  am atrial fibrillation revisit at the end of lunch on tuesday i felt my heart start racing
eng_train_track_a_00868,"Everyone was rather distraught, as he was widely liked and respected.",0,1,0,1,0,69,11,everyone was rather distraught as he was widely liked and respected
eng_train_track_a_00869,I accidentally time travelled.,0,1,1,0,1,30,4,i accidentally time travelled
eng_train_track_a_00870,"I ran my hand through my hair, trying to clear my head.",0,1,0,0,0,55,12,i ran my hand through my hair trying to clear my head
eng_train_track_a_00871,"A bit of a mental image, here.",0,0,0,0,1,30,7,a bit of a mental image here
eng_train_track_a_00872,I ate a delicious sandwich on an everything bagel and one of the seeds got stuck in between my teeth.,0,1,0,0,0,101,20,i ate a delicious sandwich on an everything bagel and one of the seeds got stuck in between my teeth
eng_train_track_a_00873,"Strange, cause usually I'm the first one to bitch about the cold, but anyway... So Cafe Frangelica at home with a bit of milk so I can drink it without burning my mouth and a dah of sugar.",0,0,1,0,0,188,38,strange cause usually im the first one to bitch about the cold but anyway so cafe frangelica at home with a bit of milk so i can drink it without burning my mouth and a dah of sugar
eng_train_track_a_00874,"Yesterday my back stared killing me, by 4:30 the pain was unbearable.",0,1,0,1,0,69,12,yesterday my back stared killing me by  the pain was unbearable
eng_train_track_a_00875,it's currently snowing big flakes outside and i'm crossing my fingers and hoping for a snow day.,0,1,1,0,0,96,17,its currently snowing big flakes outside and im crossing my fingers and hoping for a snow day
eng_train_track_a_00876,Wait around... Getting pissed.,1,1,0,0,0,30,4,wait around getting pissed
eng_train_track_a_00877,"I repeatedly thought, ""I am NOT going there!"".",1,1,0,0,0,46,8,i repeatedly thought i am not going there
eng_train_track_a_00878,"Either way, he had threaten to burn my new place down, and miraculously it did.",1,1,0,1,1,79,15,either way he had threaten to burn my new place down and miraculously it did
eng_train_track_a_00879,My eyes had been closed and as I had opened them everything seemed to metirialize infront of me like a liquid curtain dropping infront of me.,0,1,1,0,1,141,26,my eyes had been closed and as i had opened them everything seemed to metirialize infront of me like a liquid curtain dropping infront of me
eng_train_track_a_00880,"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",1,1,0,1,1,77,15,the issue was when we were smoking it it felt sharp and acrid and terrible
eng_train_track_a_00881,"My left clav essentially blew up, but it didn't stop there.",0,1,0,0,1,59,11,my left clav essentially blew up but it didnt stop there
eng_train_track_a_00882,Threw my underwear away in their kitchen garbage.,0,1,0,0,1,49,8,threw my underwear away in their kitchen garbage
eng_train_track_a_00883,"Turns out this big lug was basically 90% heart, 5% muscle, 5% brain.",0,0,1,0,1,68,13,turns out this big lug was basically  heart  muscle  brain
eng_train_track_a_00884,"She grinned toothlessly and with a cackle, spoke: Now your *third* wish.",0,1,0,0,1,72,12,she grinned toothlessly and with a cackle spoke now your third wish
eng_train_track_a_00885,the ledge of the beadboard dug into my back.,0,1,0,1,0,44,9,the ledge of the beadboard dug into my back
eng_train_track_a_00886,I couldnt walk without tripping over her.,1,1,0,0,0,41,7,i couldnt walk without tripping over her
eng_train_track_a_00887,' I chanted in my head.,0,0,0,0,0,23,6,i chanted in my head
eng_train_track_a_00888,"Thats right,  this iPhone had been lying on train tracks, in broad daylight, for 6 months, and it still worked flawlessly.",0,0,1,0,1,122,21,thats right  this iphone had been lying on train tracks in broad daylight for  months and it still worked flawlessly
eng_train_track_a_00889,"The park is a small field, the only way out is at one end with a small fence with a gate, otherwise it's closed off.",0,1,0,0,0,116,25,the park is a small field the only way out is at one end with a small fence with a gate otherwise its closed off
eng_train_track_a_00890,"they played the majority of the classics thank god, and i screamed my heart out which is why i have no voice right now.",0,0,1,0,0,119,24,they played the majority of the classics thank god and i screamed my heart out which is why i have no voice right now
eng_train_track_a_00891,At this point I am confident that my neck could actually heal completely which is unlike how I felt about it previously.,0,0,1,0,0,120,22,at this point i am confident that my neck could actually heal completely which is unlike how i felt about it previously
eng_train_track_a_00892,"The blood blinded my eyes as it ran down to my cheeks, and I tasted the sweetest flavor.",0,1,0,0,1,88,18,the blood blinded my eyes as it ran down to my cheeks and i tasted the sweetest flavor
eng_train_track_a_00893,"Wow, did my head start to hurt!",0,1,0,0,0,31,7,wow did my head start to hurt
eng_train_track_a_00894,This was right before sunset when we got in bed and I instantly fell asleep.,0,0,1,0,0,76,15,this was right before sunset when we got in bed and i instantly fell asleep
eng_train_track_a_00895,"Not a completely awful birthday, but my worst.",0,0,1,1,0,46,8,not a completely awful birthday but my worst
eng_train_track_a_00896,"The Redmond Cycling Club that organizes this event, had made-to-order coldcut sandwiches and -- be still my heart -- ice-cold cans of Coca-Cola at the final aid station.",0,0,1,0,0,169,28,the redmond cycling club that organizes this event had madetoorder coldcut sandwiches and  be still my heart  icecold cans of cocacola at the final aid station
eng_train_track_a_00897,"Early the next morning, newspaper under my arm, I approached the counter of the coffee shop and asked for two medium coffees, black, three-quarters full only.",0,0,0,0,0,158,26,early the next morning newspaper under my arm i approached the counter of the coffee shop and asked for two medium coffees black threequarters full only
eng_train_track_a_00898,"I snapped my phone shut, clenching my fist around it tightly.",1,0,0,0,0,61,11,i snapped my phone shut clenching my fist around it tightly
eng_train_track_a_00899,"She hit Katahdin, and celebrated.",1,0,1,0,0,33,5,she hit katahdin and celebrated
eng_train_track_a_00900,"""a woman is going to get an abortion.",0,1,0,1,1,37,8,a woman is going to get an abortion
eng_train_track_a_00901,where my feet couldn't get warm enough while i slept and i had to wear booties while sleeping.,0,1,0,0,0,94,18,where my feet couldnt get warm enough while i slept and i had to wear booties while sleeping
eng_train_track_a_00902,"Plus, writing it down helped to cement it in my heart.",0,0,1,0,0,54,11,plus writing it down helped to cement it in my heart
eng_train_track_a_00903,"For the first time, I noticed their eyes.",0,0,0,0,1,41,8,for the first time i noticed their eyes
eng_train_track_a_00904,"After we had finished eating, some of us continued shopping ( or wandering around the shops ) and a number of times, I was told to crouch down with my knees spread or bend over and had the jumper lifted.",0,1,0,0,0,203,40,after we had finished eating some of us continued shopping  or wandering around the shops  and a number of times i was told to crouch down with my knees spread or bend over and had the jumper lifted
eng_train_track_a_00905,"So was yesterday, and I was surprised I was able to wear my Coach's without freezing my toes off!",0,0,1,0,1,97,19,so was yesterday and i was surprised i was able to wear my coachs without freezing my toes off
eng_train_track_a_00906,Right behind the log.,0,1,0,0,0,21,4,right behind the log
eng_train_track_a_00907,Tears streaming down my face I say '' let this end be because of my own making. '',0,1,0,1,0,82,18,tears streaming down my face i say  let this end be because of my own making
eng_train_track_a_00908,"""We need to talk"".",1,1,0,1,1,18,4,we need to talk
eng_train_track_a_00909,Needless to say I never called him back.,1,0,0,0,0,40,8,needless to say i never called him back
eng_train_track_a_00910,* fuzzy stuff here * Someone was plucking my eyebrows in one of the dressing rooms and I was so upset because they were too thin.,1,0,0,1,0,129,26,fuzzy stuff here  someone was plucking my eyebrows in one of the dressing rooms and i was so upset because they were too thin
eng_train_track_a_00911,"Stretching until my toes were caught by the sheets and my fingertips brushed the headboard, I opened my eyes.",0,0,1,0,0,109,19,stretching until my toes were caught by the sheets and my fingertips brushed the headboard i opened my eyes
eng_train_track_a_00912,I quickly look behind the trees and the other 'moon' is gone.,0,1,0,0,1,61,12,i quickly look behind the trees and the other moon is gone
eng_train_track_a_00913,"Its like a dream, flying through my head.",0,0,1,0,0,41,8,its like a dream flying through my head
eng_train_track_a_00914,I have to go deep in myself not to walk down the familiar streets in my head.,0,1,0,1,0,77,17,i have to go deep in myself not to walk down the familiar streets in my head
eng_train_track_a_00915,"""I forget, but I never forgive!",1,0,0,0,0,31,6,i forget but i never forgive
eng_train_track_a_00916,"Now I'm awake, the knot is gone but my muscles are sore and I still have to make a conscious effort to relax or the pain comes back a little.",0,1,0,0,0,141,30,now im awake the knot is gone but my muscles are sore and i still have to make a conscious effort to relax or the pain comes back a little
eng_train_track_a_00917,"I stopped, my foot already at a turn in the road that led down to a sunlit valley.",0,0,1,0,0,82,18,i stopped my foot already at a turn in the road that led down to a sunlit valley
eng_train_track_a_00918,"That boy, who was probably very mentally ill,  had just been stabbed god knows how many times.",1,1,0,1,1,94,17,that boy who was probably very mentally ill  had just been stabbed god knows how many times
eng_train_track_a_00919,A former boxing coach for the Soviet Union.,0,0,0,0,1,43,8,a former boxing coach for the soviet union
eng_train_track_a_00920,"I trust this man even less than the woman, but I can't put my finger on it.",0,1,0,0,0,75,17,i trust this man even less than the woman but i cant put my finger on it
eng_train_track_a_00921,"i tried to get out of bed and as i did, i immediately fell on the floor, unable to get my legs underneath me.",0,1,0,1,1,109,24,i tried to get out of bed and as i did i immediately fell on the floor unable to get my legs underneath me
eng_train_track_a_00922,I politely decline and went home.,0,0,0,0,0,33,6,i politely decline and went home
eng_train_track_a_00923,"But I was happy and pretty tickled that I was able to get out and go fight or hunt / scrap for materials that I do nt have to pay for, as well as just get out in the open air.The downside was... I really twisted my ankle and its slowing me down considerably.",0,0,1,1,0,258,54,but i was happy and pretty tickled that i was able to get out and go fight or hunt  scrap for materials that i do nt have to pay for as well as just get out in the open airthe downside was i really twisted my ankle and its slowing me down considerably
eng_train_track_a_00924,Maybe they saw the look of ecstasy on my face as I sped up and slowed down with twiddling precision.,0,0,1,0,0,100,20,maybe they saw the look of ecstasy on my face as i sped up and slowed down with twiddling precision
eng_train_track_a_00925,"Right now I am doing the pain killers, and quad exercises, with the proviso that we keep a close eye on the damage already done to my knee.",0,1,0,0,0,139,28,right now i am doing the pain killers and quad exercises with the proviso that we keep a close eye on the damage already done to my knee
eng_train_track_a_00926,"So I sit across from this guy and this girl, I say hi to the girl and I turn to the guy and we just stare at each other for at least 30 seconds to a minute.",0,1,0,0,1,156,37,so i sit across from this guy and this girl i say hi to the girl and i turn to the guy and we just stare at each other for at least  seconds to a minute
eng_train_track_a_00927,The stone inside my heart was removed; ).,0,0,1,0,0,41,8,the stone inside my heart was removed
eng_train_track_a_00928,Only damage done was scarring and a broken collar bone.,0,1,0,1,0,55,10,only damage done was scarring and a broken collar bone
eng_train_track_a_00929,and my hair was straight and nice already so i pull a sweater over my head and jump into some jeans run to the bathroom brush my teeth while combing my hair with my fingers grab my purse and im out the door with sunglasses on cuz i got no makeup on... so i get to the bus stop and realize... I forgot to put out the bottles and a check for the waterman who comes at 9 AM!,0,1,0,0,0,371,79,and my hair was straight and nice already so i pull a sweater over my head and jump into some jeans run to the bathroom brush my teeth while combing my hair with my fingers grab my purse and im out the door with sunglasses on cuz i got no makeup on so i get to the bus stop and realize i forgot to put out the bottles and a check for the waterman who comes at  am
eng_train_track_a_00930,He makes me do these things where my arms are on a bench and I drop down.,1,1,0,0,0,73,17,he makes me do these things where my arms are on a bench and i drop down
eng_train_track_a_00931,Her mom and grandma are worse to deal with than her.,1,1,0,0,0,52,11,her mom and grandma are worse to deal with than her
eng_train_track_a_00932,And you'll have just married psycho ex.,1,1,0,0,0,39,7,and youll have just married psycho ex
eng_train_track_a_00933,"Most mornings I drift in and out, slowly shaking off the fuddle of sleep but yesterday I was right there with my eyes wide open and the clock saying eight.",0,0,1,0,0,155,30,most mornings i drift in and out slowly shaking off the fuddle of sleep but yesterday i was right there with my eyes wide open and the clock saying eight
eng_train_track_a_00934,The look of shock on his sugar-infused face will be seared into my memory until the end of time.,0,1,0,0,1,96,19,the look of shock on his sugarinfused face will be seared into my memory until the end of time
eng_train_track_a_00935,"I want to tell him, but I'm not ready to be lectured and have my head chewed off.",1,1,0,0,0,81,18,i want to tell him but im not ready to be lectured and have my head chewed off
eng_train_track_a_00936,Anyway it was weird.,0,1,0,0,1,20,4,anyway it was weird
eng_train_track_a_00937,I started smoking there.,0,0,0,0,0,24,4,i started smoking there
eng_train_track_a_00938,"None of us had... And then, years later my brain had changed, quite immensely.",0,0,0,0,0,78,14,none of us had and then years later my brain had changed quite immensely
eng_train_track_a_00939,Let's hit it.,0,0,1,0,0,13,3,lets hit it
eng_train_track_a_00940,What did I see?,0,1,0,0,1,15,4,what did i see
eng_train_track_a_00941,A highly intoxicated roommate and a black girl going at it.,1,1,0,0,1,59,11,a highly intoxicated roommate and a black girl going at it
eng_train_track_a_00942,I realized I was now down to my last 20 Pound note and some coins ( which I have yet to figure out ) so I decided to keep my eye open for an ATM.,0,1,0,0,0,145,35,i realized i was now down to my last  pound note and some coins  which i have yet to figure out  so i decided to keep my eye open for an atm
eng_train_track_a_00943,and then my cheeks get even redder.,0,0,0,0,0,35,7,and then my cheeks get even redder
eng_train_track_a_00944,i can see him staring from the corner of my eye i take a small glance and ask myself `` why? '',0,1,0,0,1,95,22,i can see him staring from the corner of my eye i take a small glance and ask myself  why
eng_train_track_a_00945,Then my hand that had the red figure opened of it's own accord and shot out a red ball of light.,0,0,0,0,1,96,21,then my hand that had the red figure opened of its own accord and shot out a red ball of light
eng_train_track_a_00946,"Obviously there was no body, but what they did find was quite surprising.",0,0,0,0,1,73,13,obviously there was no body but what they did find was quite surprising
eng_train_track_a_00947,"If I'd have had to wait on her to drive me home, that woulda been fucking terrible.",1,1,0,0,0,83,17,if id have had to wait on her to drive me home that woulda been fucking terrible
eng_train_track_a_00948,"Now the sunshine is out and bright against my right side of my face, just like it was after I had my hair done.",0,0,1,0,0,111,24,now the sunshine is out and bright against my right side of my face just like it was after i had my hair done
eng_train_track_a_00949,"They were filled with garbage, dirty clothes, and empty tampon containers.",1,1,0,1,1,74,11,they were filled with garbage dirty clothes and empty tampon containers
eng_train_track_a_00950,"amused So yeah, I broke my nose playing `` flag '' football yesterday.",0,0,0,1,0,70,13,amused so yeah i broke my nose playing  flag  football yesterday
eng_train_track_a_00951,"She had a fish tank with two fish, a bottom feeder and an angel fish.",0,0,1,0,0,69,15,she had a fish tank with two fish a bottom feeder and an angel fish
eng_train_track_a_00952,I liked the Trains better than the Refers.,0,0,1,0,0,42,8,i liked the trains better than the refers
eng_train_track_a_00953,I go fucking ballistic.,1,1,0,0,0,23,4,i go fucking ballistic
eng_train_track_a_00954,"However, I get sick to my stomach when I think about the fact that I have been sleeping with my brother for so long.",0,1,0,0,0,116,24,however i get sick to my stomach when i think about the fact that i have been sleeping with my brother for so long
